YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,10,6,2,AA,477,N923US,14771,14107,1545,1540,-5,11,1551,118,105,89,651,1720,5,1743,1725,-18,0,0,,,,,,
2015,8,21,5,WN,361,N933WN,MSP,STL,1900,1854,-6,9,1903,85,75,63,448,2006,3,2025,2009,-16,0,0,,,,,,
2015,10,5,1,AA,2117,N952UW,11278,12953,2200,2254,54,14,2308,62,68,39,214,2347,15,2302,2,60,0,0,,6,0,1,53,0
2015,12,27,7,AA,493,N673AW,MKE,PHX,640,638,-2,23,701,251,237,210,1460,931,4,951,935,-16,0,0,,,,,,
2015,6,15,1,WN,867,N451WN,LAS,BUR,1220,1230,10,10,1240,65,55,43,223,1323,2,1325,1325,0,0,0,,,,,,
2015,3,28,6,US,1936,N712US,CLT,EWR,1225,1247,22,11,1258,106,85,68,529,1406,6,1411,1412,1,0,0,,,,,,
2015,10,17,6,OO,5431,N945SW,13342,13930,1026,1028,2,16,1044,49,49,23,67,1107,10,1115,1117,2,0,0,,,,,,
2015,3,12,4,EV,4557,N17984,CRP,IAH,535,529,-6,11,540,60,54,37,201,617,6,635,623,-12,0,0,,,,,,
2015,10,22,4,UA,604,N528UA,14771,11292,1756,2042,166,16,2058,146,139,115,967,2353,8,2122,1,159,0,0,,0,0,159,0,0
2015,8,18,2,WN,286,N7749B,TPA,RDU,755,750,-5,17,807,105,105,83,587,930,5,940,935,-5,0,0,,,,,,
2015,10,8,4,WN,312,N694SW,14771,14679,1240,1240,0,26,1306,90,97,68,447,1414,3,1410,1417,7,0,0,,,,,,
2015,3,5,4,US,673,,EWR,CLT,1725,,,,,120,,,529,,,1925,,,0,1,B,,,,,
2015,4,30,4,EV,4959,N195PQ,IAH,ATL,600,556,-4,16,612,119,118,93,689,845,9,859,854,-5,0,0,,,,,,
2015,3,23,1,OO,7373,N431SW,SLC,CPR,1511,1513,2,16,1529,80,69,49,320,1618,4,1631,1622,-9,0,0,,,,,,
2015,12,27,7,WN,951,N949WN,PHX,OKC,1225,1240,15,5,1245,120,123,112,833,1537,6,1525,1543,18,0,0,,3,0,13,2,0
2015,12,28,1,DL,661,N660DL,ATL,STT,1105,1103,-2,16,1119,216,210,190,1599,1529,4,1541,1533,-8,0,0,,,,,,
2015,4,22,3,OO,6352,N976SW,BOI,SFO,1914,1858,-16,13,1911,110,108,90,522,1941,5,2004,1946,-18,0,0,,,,,,
2015,5,21,4,EV,6017,N11193,PIA,ORD,520,511,-9,7,518,56,47,28,130,546,12,616,558,-18,0,0,,,,,,
2015,8,14,5,WN,963,N230WN,DEN,PDX,1440,1438,-2,13,1451,165,156,139,991,1610,4,1625,1614,-11,0,0,,,,,,
2015,5,29,5,OO,2759,N907SW,PHX,FLG,1335,1328,-7,16,1344,48,45,24,119,1408,5,1423,1413,-10,0,0,,,,,,
2015,2,21,6,UA,1423,N68823,IAH,MCO,1250,1253,3,16,1309,136,127,106,854,1555,5,1606,1600,-6,0,0,,,,,,
2015,3,12,4,EV,4306,N28529,IAH,GPT,722,713,-9,19,732,76,85,63,376,835,3,838,838,0,0,0,,,,,,
2015,5,1,5,B6,5,N563JB,EWR,FLL,730,727,-3,10,737,175,175,152,1065,1009,13,1025,1022,-3,0,0,,,,,,
2015,1,5,1,UA,1004,N72405,IAD,LAX,1220,1248,28,14,1302,354,322,301,2288,1503,7,1514,1510,-4,0,0,,,,,,
2015,7,26,7,AS,794,N556AS,SEA,ABQ,1050,1050,0,15,1105,209,167,146,1180,1431,6,1519,1437,-42,0,0,,,,,,
2015,11,24,2,WN,148,N655WN,PIT,FLL,1645,1841,116,13,1854,160,158,132,994,2106,13,1925,2119,114,0,0,,0,0,112,2,0
2015,11,14,6,EV,5611,N853AS,ATL,VLD,2102,2059,-3,11,2110,59,51,35,208,2145,5,2201,2150,-11,0,0,,,,,,
2015,8,18,2,WN,575,N913WN,DAL,ATL,1810,1815,5,10,1825,135,130,102,721,2107,18,2125,2125,0,0,0,,,,,,
2015,11,24,2,MQ,3263,N9EAMQ,XNA,ORD,1220,1214,-6,14,1228,112,94,70,522,1338,10,1412,1348,-24,0,0,,,,,,
2015,1,3,6,WN,119,N240WN,RSW,ATL,800,805,5,12,817,105,138,86,515,943,40,945,1023,38,0,0,,38,0,0,0,0
2015,9,9,3,B6,2679,N203JB,BOS,EWR,1859,1854,-5,19,1913,91,74,51,200,2004,4,2030,2008,-22,0,0,,,,,,
2015,1,18,7,WN,2783,N7815L,IND,RSW,1505,1500,-5,9,1509,150,135,120,945,1709,6,1735,1715,-20,0,0,,,,,,
2015,6,21,7,HA,339,N489HA,OGG,LIH,1130,1136,6,12,1148,45,51,34,201,1222,5,1215,1227,12,0,0,,,,,,
2015,5,8,5,AS,67,N306AS,SEA,KTN,1500,1455,-5,12,1507,118,109,93,680,1540,4,1558,1544,-14,0,0,,,,,,
2015,2,1,7,OO,6199,N976SW,CID,DEN,1704,,,,,130,,,692,,,1814,,,0,1,B,,,,,
2015,10,11,7,B6,2807,N374JB,14321,12478,600,554,-6,15,609,73,91,50,273,659,26,713,725,12,0,0,,,,,,
2015,7,27,1,UA,1532,N76254,MSP,ORD,1740,1750,10,17,1807,95,80,51,334,1858,12,1915,1910,-5,0,0,,,,,,
2015,9,4,5,WN,1344,N488WN,LAS,DEN,745,755,10,14,809,110,99,79,628,1028,6,1035,1034,-1,0,0,,,,,,
2015,4,10,5,AA,2317,N3AUAA,RSW,ORD,1205,1208,3,12,1220,190,205,171,1120,1411,22,1415,1433,18,0,0,,18,0,0,0,0
2015,11,3,2,DL,1142,N939DL,ATL,ABQ,1659,1656,-3,20,1716,215,206,177,1269,1813,9,1834,1822,-12,0,0,,,,,,
2015,6,19,5,WN,787,N8602F,SJU,MCO,1325,1323,-2,10,1333,185,173,156,1189,1609,7,1630,1616,-14,0,0,,,,,,
2015,9,25,5,UA,1704,N38451,DEN,IAH,2010,2003,-7,9,2012,140,123,106,862,2258,8,2330,2306,-24,0,0,,,,,,
2015,12,27,7,WN,1481,N400WN,PHX,DTW,1230,1422,112,8,1430,220,214,196,1671,1946,10,1810,1956,106,0,0,,0,0,0,106,0
2015,1,17,6,WN,53,N426WN,DAL,HOU,1930,1926,-4,5,1931,65,53,42,239,2013,6,2035,2019,-16,0,0,,,,,,
2015,5,30,6,EV,3814,N12201,STL,ORD,720,715,-5,10,725,78,67,50,258,815,7,838,822,-16,0,0,,,,,,
2015,6,26,5,MQ,3088,N661MQ,SGF,ORD,1528,1607,39,11,1618,100,85,66,438,1724,8,1708,1732,24,0,0,,0,0,2,22,0
2015,7,3,5,WN,1961,N206WN,TPA,MDW,1400,1354,-6,13,1407,160,151,134,997,1521,4,1540,1525,-15,0,0,,,,,,
2015,1,14,3,DL,1634,N388DA,SEA,SLC,600,558,-2,14,612,119,110,92,689,844,4,859,848,-11,0,0,,,,,,
2015,10,26,1,WN,646,N647SW,14635,14122,1950,1955,5,11,2006,150,138,125,966,2211,2,2220,2213,-7,0,0,,,,,,
2015,4,15,3,AS,837,N513AS,SJC,HNL,900,900,0,14,914,324,322,304,2417,1118,4,1124,1122,-2,0,0,,,,,,
2015,12,28,1,OO,5633,N970SW,COS,DEN,745,741,-4,33,814,63,62,20,73,834,9,848,843,-5,0,0,,,,,,
2015,1,19,1,WN,3206,N725SW,PHX,SMF,1940,1940,0,10,1950,120,119,105,647,2035,4,2040,2039,-1,0,0,,,,,,
2015,8,31,1,B6,630,N621JB,BQN,MCO,1242,1250,8,10,1300,169,155,142,1129,1522,3,1531,1525,-6,0,0,,,,,,
2015,3,17,2,HA,44,N582HA,HNL,SJC,1315,1314,-1,18,1332,305,288,264,2417,2056,6,2120,2102,-18,0,0,,,,,,
2015,12,11,5,DL,1433,N585NW,ATL,MSP,1905,1903,-2,16,1919,167,145,127,907,2026,2,2052,2028,-24,0,0,,,,,,
2015,11,1,7,MQ,3407,N513MQ,BNA,LGA,1045,1038,-7,16,1054,128,135,96,764,1330,23,1353,1353,0,0,0,,,,,,
2015,4,9,4,B6,989,N298JB,BOS,DCA,1715,1809,54,13,1822,102,95,74,399,1936,8,1857,1944,47,0,0,,0,0,16,31,0
2015,2,11,3,DL,486,N37700,JFK,PDX,1840,1840,0,22,1902,391,361,334,2454,2136,5,2211,2141,-30,0,0,,,,,,
2015,12,9,3,UA,210,N834UA,MEM,DEN,844,842,-2,21,903,161,161,132,872,1015,8,1025,1023,-2,0,0,,,,,,
2015,2,24,2,B6,123,N945JB,JFK,LAX,815,809,-6,17,826,380,351,326,2475,1052,8,1135,1100,-35,0,0,,,,,,
2015,11,21,6,UA,1273,N38446,MCO,SFO,645,644,-1,16,700,367,371,351,2446,951,4,952,955,3,0,0,,,,,,
2015,12,22,2,UA,556,N27722,LGA,ORD,2000,2011,11,12,2023,168,137,120,733,2123,5,2148,2128,-20,0,0,,,,,,
2015,7,7,2,EV,2626,N676AE,MLU,DFW,607,611,4,10,621,79,72,53,293,714,9,726,723,-3,0,0,,,,,,
2015,3,9,1,VX,182,N840VA,SFO,EWR,2125,2123,-2,12,2135,320,313,294,2565,529,7,545,536,-9,0,0,,,,,,
2015,1,21,3,OO,4684,N416SW,MSP,RST,1920,1951,31,30,2021,52,59,24,76,2045,5,2012,2050,38,0,0,,7,0,0,31,0
2015,8,25,2,WN,169,N287WN,PHX,MKE,1725,1717,-8,22,1739,195,210,183,1460,2242,5,2240,2247,7,0,0,,,,,,
2015,5,19,2,AS,601,N552AS,LAS,SEA,2155,2145,-10,11,2156,143,138,124,867,2400,3,18,3,-15,0,0,,,,,,
2015,9,7,1,B6,864,N323JB,JFK,HYA,1122,1114,-8,20,1134,66,59,36,196,1210,3,1228,1213,-15,0,0,,,,,,
2015,4,17,5,MQ,3565,N843MQ,GSO,LGA,1055,1044,-11,13,1057,94,98,74,461,1211,11,1229,1222,-7,0,0,,,,,,
2015,12,5,6,AA,1974,N535UW,PHL,FLL,1731,1724,-7,11,1735,171,152,138,992,1953,3,2022,1956,-26,0,0,,,,,,
2015,3,24,2,EV,2570,N880AS,MEI,PIB,1440,1441,1,8,1449,34,27,16,69,1505,3,1514,1508,-6,0,0,,,,,,
2015,10,1,4,WN,1442,N8657B,10721,10821,1730,1740,10,19,1759,100,95,70,369,1909,6,1910,1915,5,0,0,,,,,,
2015,9,8,2,MQ,3291,N806MQ,DFW,PIA,1220,1218,-2,17,1235,125,122,103,672,1418,2,1425,1420,-5,0,0,,,,,,
2015,7,7,2,EV,5192,N604QX,ATL,MLI,1530,1718,108,11,1729,115,104,89,633,1758,4,1625,1802,97,0,0,,0,0,97,0,0
2015,2,8,7,B6,1368,N279JB,PBI,HPN,810,759,-11,10,809,165,160,146,1056,1035,4,1055,1039,-16,0,0,,,,,,
2015,7,10,5,AA,1846,N766US,TPA,DCA,1525,1516,-9,9,1525,133,130,108,814,1713,13,1738,1726,-12,0,0,,,,,,
2015,6,14,7,WN,728,N374SW,BNA,CMH,950,948,-2,11,959,70,72,53,337,1152,8,1200,1200,0,0,0,,,,,,
2015,11,19,4,MQ,3318,N535MQ,XNA,ORD,545,543,-2,16,559,115,108,76,522,715,16,740,731,-9,0,0,,,,,,
2015,10,17,6,WN,998,N297WN,13204,12391,1255,1252,-3,8,1300,150,131,118,971,1458,5,1525,1503,-22,0,0,,,,,,
2015,3,22,7,MQ,2993,N683MQ,TVC,ORD,720,712,-8,26,738,90,89,47,224,725,16,750,741,-9,0,0,,,,,,
2015,2,8,7,MQ,3450,N647MQ,DFW,MAF,1255,1249,-6,16,1305,72,72,52,309,1357,4,1407,1401,-6,0,0,,,,,,
2015,5,17,7,OO,5237,N742SK,IAH,ORF,1905,2126,141,14,2140,172,171,153,1201,113,4,2257,117,140,0,0,,0,0,0,138,2
2015,9,26,6,UA,1958,N75426,ORD,SFO,1741,1745,4,18,1803,285,252,228,1846,1951,6,2026,1957,-29,0,0,,,,,,
2015,5,17,7,EV,5244,N851AS,MGM,ATL,930,930,0,8,938,57,45,28,147,1106,9,1127,1115,-12,0,0,,,,,,
2015,1,11,7,US,1719,N624AW,CLT,FLL,1616,1616,0,21,1637,121,118,94,631,1811,3,1817,1814,-3,0,0,,,,,,
2015,11,10,2,OO,3488,N225AG,PDX,BUR,1815,1819,4,11,1830,128,118,101,817,2011,6,2023,2017,-6,0,0,,,,,,
2015,11,7,6,AS,474,N516AS,SEA,LAX,1720,1718,-2,18,1736,165,161,134,954,1950,9,2005,1959,-6,0,0,,,,,,
2015,10,10,6,B6,2280,N231JB,11618,10721,900,856,-4,15,911,70,56,36,200,947,5,1010,952,-18,0,0,,,,,,
2015,6,1,1,WN,2671,N759GS,ABQ,MDW,605,605,0,13,618,160,163,145,1121,943,5,945,948,3,0,0,,,,,,
2015,10,31,6,WN,3732,N383SW,11292,14107,1000,1006,6,14,1020,110,100,81,602,1041,5,1050,1046,-4,0,0,,,,,,
2015,6,19,5,OO,7388,N432SW,SLC,EKO,2155,2150,-5,23,2213,52,61,33,200,2146,5,2147,2151,4,0,0,,,,,,
2015,4,19,7,NK,970,N632NK,DEN,FLL,2330,2326,-4,28,2354,225,223,192,1703,506,3,515,509,-6,0,0,,,,,,
2015,3,12,4,EV,5878,N17524,XNA,IAH,1254,1244,-10,18,1302,103,114,80,438,1422,16,1437,1438,1,0,0,,,,,,
2015,4,27,1,US,2128,N958UW,LGA,BOS,2000,1956,-4,58,2054,73,102,36,184,2130,8,2113,2138,25,0,0,,25,0,0,0,0
2015,3,25,3,WN,700,N251WN,BWI,FLL,1615,1623,8,6,1629,160,138,128,925,1837,4,1855,1841,-14,0,0,,,,,,
2015,11,16,1,AA,2375,N3BRAA,ORD,DFW,1710,1722,12,18,1740,163,189,151,802,2011,20,1953,2031,38,0,0,,26,0,0,12,0
2015,6,18,4,OO,6536,N954SW,SLC,DEN,1522,1511,-11,29,1540,93,102,60,391,1640,13,1655,1653,-2,0,0,,,,,,
2015,3,12,4,WN,48,N660SW,MSY,HOU,1550,1614,24,15,1629,75,73,53,302,1722,5,1705,1727,22,0,0,,0,0,0,22,0
2015,9,2,3,WN,2941,N713SW,PHX,LAX,550,549,-1,7,556,80,69,52,370,648,10,710,658,-12,0,0,,,,,,
2015,12,3,4,AA,162,N3FDAA,LAX,MCO,2225,2301,36,15,2316,277,269,247,2218,623,7,602,630,28,0,0,,0,0,17,11,0
2015,9,20,7,DL,117,N926DL,ATL,BHM,1651,1647,-4,31,1718,59,59,24,134,1642,4,1650,1646,-4,0,0,,,,,,
2015,5,2,6,DL,80,N137DL,LAX,ATL,745,759,14,13,812,263,240,223,1947,1455,4,1508,1459,-9,0,0,,,,,,
2015,4,10,5,EV,4222,N14542,ELP,IAH,1731,1721,-10,7,1728,115,102,86,667,1954,9,2026,2003,-23,0,0,,,,,,
2015,10,27,2,AA,1264,N3JEAA,11298,10721,905,905,0,21,926,226,211,182,1562,1328,8,1351,1336,-15,0,0,,,,,,
2015,6,16,2,DL,1205,N906DE,ATL,SDF,1920,1920,0,13,1933,89,67,50,321,2023,4,2049,2027,-22,0,0,,,,,,
2015,10,27,2,B6,729,N784JB,13204,10732,2215,2215,0,11,2226,160,151,136,1129,42,4,55,46,-9,0,0,,,,,,
2015,11,23,1,WN,1887,N959WN,MDW,DCA,815,808,-7,8,816,105,93,81,601,1037,4,1100,1041,-19,0,0,,,,,,
2015,12,8,2,WN,2994,N525SW,HOU,MSY,1735,1757,22,10,1807,65,59,44,302,1851,5,1840,1856,16,0,0,,0,0,0,16,0
2015,10,29,4,DL,2091,N697DL,15304,10397,1245,1246,1,16,1302,95,100,78,406,1420,6,1420,1426,6,0,0,,,,,,
2015,3,28,6,EV,4144,N48901,CHS,EWR,1722,1711,-11,11,1722,123,110,89,628,1851,10,1925,1901,-24,0,0,,,,,,
2015,4,28,2,OO,4639,N439SW,MSP,FWA,1918,1917,-1,22,1939,94,102,72,488,2151,8,2152,2159,7,0,0,,,,,,
2015,6,25,4,US,1999,N172US,ORD,CLT,1200,1257,57,14,1311,126,99,80,599,1531,5,1506,1536,30,0,0,,0,0,0,30,0
2015,6,18,4,US,610,N549UW,PHX,ATL,859,857,-2,21,918,236,231,196,1587,1534,14,1555,1548,-7,0,0,,,,,,
2015,10,20,2,B6,16,N937JB,14771,12478,700,649,-11,16,705,332,346,321,2586,1526,9,1532,1535,3,0,0,,,,,,
2015,9,10,4,AA,2143,N967UW,LGA,DCA,1500,1457,-3,83,1620,80,142,48,214,1708,11,1620,1719,59,0,0,,59,0,0,0,0
2015,10,14,3,WN,285,N405WN,11292,10397,1535,1554,19,9,1603,170,152,137,1199,2020,6,2025,2026,1,0,0,,,,,,
2015,11,25,3,WN,2338,N733SA,PHX,OAK,1755,1754,-1,9,1803,120,114,99,646,1842,6,1855,1848,-7,0,0,,,,,,
2015,5,16,6,WN,2161,N264LV,MDW,TPA,1800,1854,54,14,1908,150,151,130,997,2218,7,2130,2225,55,0,0,,1,0,0,54,0
2015,6,21,7,WN,4024,N777QC,DEN,SNA,1140,1141,1,17,1158,140,136,114,846,1252,5,1300,1257,-3,0,0,,,,,,
2015,1,17,6,OO,5326,N291SW,SFO,SBP,1610,1603,-7,15,1618,67,65,46,190,1704,4,1717,1708,-9,0,0,,,,,,
2015,2,5,4,EV,5489,N854AS,GNV,ATL,1259,1254,-5,9,1303,76,77,58,300,1401,10,1415,1411,-4,0,0,,,,,,
2015,10,1,4,AA,1928,N710UW,11278,11057,2005,2017,12,21,2038,90,89,63,331,2141,5,2135,2146,11,0,0,,,,,,
2015,12,23,3,WN,2028,N611SW,FLL,ATL,1240,1255,15,14,1309,120,126,88,581,1437,24,1440,1501,21,0,0,,6,0,7,8,0
2015,2,24,2,US,862,N742PS,MCO,DCA,1154,1235,41,9,1244,125,128,112,759,1436,7,1359,1443,44,0,0,,3,0,22,19,0
2015,4,18,6,F9,676,N905FR,DEN,MCO,655,651,-4,10,701,208,208,191,1546,1212,7,1223,1219,-4,0,0,,,,,,
2015,3,23,1,DL,1577,N3757D,MSY,LAX,1335,1333,-2,13,1346,270,260,235,1670,1541,12,1605,1553,-12,0,0,,,,,,
2015,2,4,3,AA,1588,N3JXAA,LAX,AUS,1950,1943,-7,13,1956,167,174,157,1242,33,4,37,37,0,0,0,,,,,,
2015,4,11,6,OO,6277,N728SK,ORD,SAT,1916,1911,-5,15,1926,176,176,158,1041,2204,3,2212,2207,-5,0,0,,,,,,
2015,10,4,7,DL,1398,N943DL,10397,13296,2054,2054,0,18,2112,159,157,130,952,2322,9,2333,2331,-2,0,0,,,,,,
2015,9,5,6,DL,2801,N803DN,MSP,PDX,1115,1112,-3,10,1122,209,217,187,1426,1229,20,1244,1249,5,0,0,,,,,,
2015,4,1,3,EV,5892,N14116,DCA,CLE,1730,1724,-6,9,1733,84,73,56,310,1829,8,1854,1837,-17,0,0,,,,,,
2015,8,2,7,WN,331,N954WN,BUR,SJC,1800,1757,-3,8,1805,60,57,45,296,1850,4,1900,1854,-6,0,0,,,,,,
2015,12,28,1,B6,499,N527JB,LGA,MCO,2100,2058,-2,17,2115,169,156,135,950,2330,4,2349,2334,-15,0,0,,,,,,
2015,7,10,5,AA,1960,N121UW,CLT,BWI,945,942,-3,34,1016,90,93,54,361,1110,5,1115,1115,0,0,0,,,,,,
2015,10,30,5,UA,1949,N39475,13930,14843,920,920,0,26,946,284,265,234,2072,1440,5,1504,1445,-19,0,0,,,,,,
2015,7,6,1,OO,3448,N219AG,LAS,SLC,1410,1356,-14,13,1409,90,72,54,368,1603,5,1640,1608,-32,0,0,,,,,,
2015,6,5,5,EV,5785,N13133,IAH,CAE,1250,1254,4,22,1316,147,144,119,878,1615,3,1617,1618,1,0,0,,,,,,
2015,7,13,1,AA,1345,N3EKAA,DFW,JFK,1150,1146,-4,25,1211,231,214,182,1391,1613,7,1641,1620,-21,0,0,,,,,,
2015,6,10,3,DL,1828,N961AT,ATL,SAV,844,850,6,25,915,59,65,36,214,951,4,943,955,12,0,0,,,,,,
2015,4,27,1,US,2033,N952UW,PHL,BOS,1015,1008,-7,21,1029,90,79,51,280,1120,7,1145,1127,-18,0,0,,,,,,
2015,11,1,7,AA,1854,N193UW,CLT,RDU,2245,2242,-3,16,2258,50,54,33,130,2331,5,2335,2336,1,0,0,,,,,,
2015,10,4,7,VX,1935,N638VA,12892,14771,905,901,-4,10,911,80,70,56,337,1007,4,1025,1011,-14,0,0,,,,,,
2015,7,7,2,MQ,3273,N515MQ,ORD,BUF,1834,1835,1,37,1912,103,103,63,473,2115,3,2117,2118,1,0,0,,,,,,
2015,6,24,3,B6,1968,N646JB,PBI,HPN,1740,1740,0,8,1748,167,154,144,1056,2012,2,2027,2014,-13,0,0,,,,,,
2015,9,13,7,AA,1524,N4XBAA,SAT,DFW,1710,1701,-9,14,1715,75,79,46,247,1801,19,1825,1820,-5,0,0,,,,,,
2015,5,15,5,DL,2508,N319NB,DTW,PVD,2015,2011,-4,22,2033,116,118,83,615,2156,13,2211,2209,-2,0,0,,,,,,
2015,12,17,4,EV,5508,N740EV,DTW,GRR,1205,1200,-5,16,1216,54,43,25,120,1241,2,1259,1243,-16,0,0,,,,,,
2015,4,10,5,WN,2582,N465WN,SMF,LAX,1255,1321,26,26,1347,80,92,61,373,1448,5,1415,1453,38,0,0,,12,0,0,26,0
2015,11,29,7,WN,2888,N7734H,LAX,SLC,1455,1519,24,7,1526,105,92,82,590,1748,3,1740,1751,11,0,0,,,,,,
2015,5,17,7,WN,1985,N902WN,ELP,DAL,1030,1040,10,12,1052,95,96,78,562,1310,6,1305,1316,11,0,0,,,,,,
2015,10,20,2,DL,2081,N658DL,10397,15304,1630,1630,0,15,1645,88,76,56,406,1741,5,1758,1746,-12,0,0,,,,,,
2015,1,14,3,UA,381,N409UA,ORD,JAC,945,946,1,18,1004,194,185,164,1162,1148,3,1159,1151,-8,0,0,,,,,,
2015,9,4,5,UA,1975,N38451,SAN,IAD,640,639,-1,21,700,300,315,266,2253,1426,28,1440,1454,14,0,0,,,,,,
2015,12,7,1,UA,1226,N472UA,IAH,ATL,1916,1918,2,22,1940,117,120,90,689,2210,8,2213,2218,5,0,0,,,,,,
2015,6,23,2,DL,2449,N350NA,DTW,DCA,2148,2245,57,15,2300,91,100,61,405,1,24,2319,25,66,0,0,,66,0,0,0,0
2015,3,5,4,DL,2423,N929AT,CLT,DTW,946,950,4,21,1011,104,99,73,500,1124,5,1130,1129,-1,0,0,,,,,,
2015,8,12,3,DL,1868,N901DE,AUS,ATL,1030,1029,-1,10,1039,137,123,107,813,1326,6,1347,1332,-15,0,0,,,,,,
2015,4,21,2,MQ,3311,N806MQ,DFW,LFT,1020,1125,65,26,1151,84,106,56,351,1247,24,1144,1311,87,0,0,,22,0,0,18,47
2015,10,10,6,AA,1059,N3GCAA,13891,11298,840,837,-3,10,847,182,175,151,1188,1318,14,1342,1332,-10,0,0,,,,,,
2015,2,13,5,F9,803,N935FR,MEM,DEN,1820,1818,-2,12,1830,160,152,133,872,1943,7,2000,1950,-10,0,0,,,,,,
2015,6,1,1,UA,680,N545UA,SFO,ORD,30,27,-3,14,41,260,247,220,1846,621,13,650,634,-16,0,0,,,,,,
2015,5,7,4,EV,4748,N11127,DCA,EWR,2135,2126,-9,14,2140,79,68,42,199,2222,12,2254,2234,-20,0,0,,,,,,
2015,4,1,3,WN,4085,N207WN,ATL,DAL,1530,1529,-1,23,1552,155,134,107,721,1639,4,1705,1643,-22,0,0,,,,,,
2015,12,6,7,AA,527,N770UW,SMF,PHX,959,1131,92,10,1141,104,106,93,647,1414,3,1243,1417,94,0,0,,2,0,92,0,0
2015,6,29,1,WN,828,N363SW,MSP,MDW,1930,2025,55,20,2045,95,100,74,349,2159,6,2105,2205,60,0,0,,5,0,0,55,0
2015,8,27,4,EV,4985,N924EV,GNV,ATL,615,607,-8,15,622,72,73,52,300,714,6,727,720,-7,0,0,,,,,,
2015,12,30,3,AA,1962,,MSY,CLT,1250,,,,,106,,,651,,,1536,,,0,1,A,,,,,
2015,2,6,5,WN,1166,N8602F,BWI,MDW,1030,1030,0,13,1043,135,125,105,611,1128,7,1145,1135,-10,0,0,,,,,,
2015,9,19,6,AA,1155,N3LTAA,LAX,ORD,1651,1650,-1,12,1702,244,215,197,1744,2219,6,2255,2225,-30,0,0,,,,,,
2015,1,1,4,F9,658,N919FR,SFO,DEN,900,850,-10,15,905,144,158,133,967,1218,10,1224,1228,4,0,0,,,,,,
2015,3,25,3,MQ,2912,N519MQ,STL,LGA,810,840,30,13,853,141,133,116,888,1149,4,1131,1153,22,0,0,,0,0,22,0,0
2015,7,3,5,UA,1963,N75858,EWR,LAX,830,828,-2,22,850,360,357,304,2454,1054,31,1130,1125,-5,0,0,,,,,,
2015,2,11,3,DL,1844,N315NB,RNO,SLC,1735,1731,-4,16,1747,82,87,65,422,1952,6,1957,1958,1,0,0,,,,,,
2015,11,13,5,WN,498,N255WN,ATL,BWI,1740,1756,16,18,1814,110,94,73,577,1927,3,1930,1930,0,0,0,,,,,,
2015,11,6,5,DL,589,N812DN,MSP,SEA,905,903,-2,17,920,235,243,191,1399,1031,35,1100,1106,6,0,0,,,,,,
2015,10,21,3,MQ,3557,N521MQ,11433,13930,545,545,0,7,552,82,62,43,235,535,12,607,547,-20,0,0,,,,,,
2015,1,20,2,US,1847,N827AW,ATL,PHL,1055,1045,-10,17,1102,116,110,90,666,1232,3,1251,1235,-16,0,0,,,,,,
2015,5,28,4,WN,205,N745SW,MCO,MDW,2120,2130,10,12,2142,170,155,138,990,2300,5,2310,2305,-5,0,0,,,,,,
2015,9,16,3,AA,2450,N5EDAA,LAX,DFW,835,831,-4,15,846,192,173,145,1235,1311,13,1347,1324,-23,0,0,,,,,,
2015,9,30,3,AA,2210,N499AA,SAT,DFW,1155,1148,-7,8,1156,80,65,42,247,1238,15,1315,1253,-22,0,0,,,,,,
2015,8,28,5,NK,708,N506NK,MSP,ORD,1133,1128,-5,18,1146,86,96,58,334,1244,20,1259,1304,5,0,0,,,,,,
2015,11,10,2,WN,656,N412WN,LAX,PHX,820,826,6,14,840,75,75,56,370,1036,5,1035,1041,6,0,0,,,,,,
2015,12,5,6,UA,277,N487UA,DEN,SFO,756,748,-8,12,800,169,147,132,967,912,3,945,915,-30,0,0,,,,,,
2015,11,15,7,UA,531,N69885,ORD,LAX,1125,1137,12,12,1149,280,262,241,1744,1350,9,1405,1359,-6,0,0,,,,,,
2015,9,9,3,UA,395,N827UA,IAH,BWI,748,745,-3,21,806,197,180,156,1235,1142,3,1205,1145,-20,0,0,,,,,,
2015,12,9,3,WN,3173,N239WN,PHX,OKC,1305,1300,-5,11,1311,120,122,106,833,1557,5,1605,1602,-3,0,0,,,,,,
2015,8,27,4,EV,4174,N16561,ORD,FNT,730,723,-7,10,733,64,56,40,223,913,6,934,919,-15,0,0,,,,,,
2015,7,27,1,DL,1473,N836DN,SEA,JFK,1115,1117,2,25,1142,330,324,288,2422,1930,11,1945,1941,-4,0,0,,,,,,
2015,11,11,3,AA,2172,N947UW,LGA,BOS,1500,1459,-1,41,1540,76,85,35,184,1615,9,1616,1624,8,0,0,,,,,,
