YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,5,1,5,OO,2753,N821AS,PHX,FLG,848,844,-4,33,917,57,62,25,119,942,4,945,946,1,0,0,,,,,,
2015,3,13,5,UA,1083,N30401,FLL,EWR,2058,2112,14,15,2127,181,171,147,1065,2354,9,2359,3,4,0,0,,,,,,
2015,4,9,4,US,1739,N703UW,PHL,ATL,750,751,1,41,832,142,150,99,666,1011,10,1012,1021,9,0,0,,,,,,
2015,1,4,7,MQ,3483,N682MQ,MIA,GNV,2150,2148,-2,18,2206,70,73,52,294,2258,3,2300,2301,1,0,0,,,,,,
2015,9,20,7,UA,759,N830UA,SFO,PHX,1250,1249,-1,20,1309,126,119,93,651,1442,6,1456,1448,-8,0,0,,,,,,
2015,6,8,1,OO,2754,N906SW,TUS,PHX,1330,1330,0,6,1336,46,42,25,110,1401,11,1416,1412,-4,0,0,,,,,,
2015,4,18,6,AA,1291,N574AA,MKE,DFW,700,654,-6,24,718,160,170,135,853,933,11,940,944,4,0,0,,,,,,
2015,4,21,2,WN,2518,N620SW,TPA,ATL,2000,2019,19,11,2030,95,84,68,406,2138,5,2135,2143,8,0,0,,,,,,
2015,3,5,4,B6,778,N827JB,LAS,BOS,2348,2346,-2,16,2,296,285,265,2381,727,4,744,731,-13,0,0,,,,,,
2015,11,12,4,DL,1364,N805DN,MCI,ATL,1808,1812,4,20,1832,116,114,87,692,2059,7,2104,2106,2,0,0,,,,,,
2015,7,22,3,VX,953,N629VA,SAN,SFO,945,937,-8,15,952,90,84,64,447,1056,5,1115,1101,-14,0,0,,,,,,
2015,2,11,3,AA,379,N856AA,DFW,SFO,1325,1401,36,17,1418,232,210,189,1464,1527,4,1517,1531,14,0,0,,,,,,
2015,10,15,4,AS,526,N613AS,14747,10800,1040,1102,22,18,1120,144,147,125,937,1325,4,1304,1329,25,0,0,,3,0,22,0,0
2015,8,6,4,DL,1777,N950DL,ATL,ORD,1725,1821,56,46,1907,138,144,90,606,1937,8,1843,1945,62,0,0,,6,0,2,54,0
2015,1,24,6,DL,2271,N942DN,PBI,ATL,930,928,-2,14,942,110,102,81,545,1103,7,1120,1110,-10,0,0,,,,,,
2015,11,20,5,AA,577,N578UW,PHL,LAS,800,756,-4,30,826,343,376,338,2176,1104,8,1043,1112,29,0,0,,29,0,0,0,0
2015,3,27,5,WN,31,N714CB,GSP,BWI,1900,1919,19,6,1925,80,65,55,426,2020,4,2020,2024,4,0,0,,,,,,
2015,2,2,1,F9,429,N926FR,ATL,DEN,859,938,39,19,957,207,215,187,1199,1104,9,1026,1113,47,0,0,,35,0,0,12,0
2015,5,8,5,WN,722,N276WN,LAX,OAK,1510,1508,-2,6,1514,70,69,56,337,1610,7,1620,1617,-3,0,0,,,,,,
2015,6,28,7,AA,2326,N031AA,IAH,MIA,1930,1929,-1,18,1947,155,152,126,964,2253,8,2305,2301,-4,0,0,,,,,,
2015,12,23,3,B6,597,N807JB,BOS,SEA,835,839,4,16,855,380,368,341,2496,1136,11,1155,1147,-8,0,0,,,,,,
2015,2,19,4,EV,4601,N14905,LBB,IAH,1642,1637,-5,8,1645,88,86,66,458,1751,12,1810,1803,-7,0,0,,,,,,
2015,1,9,5,WN,501,N8654B,BDL,MCO,1710,1710,0,14,1724,190,194,172,1050,2016,8,2020,2024,4,0,0,,,,,,
2015,2,28,6,US,1821,N815AW,CLT,DTW,1635,1631,-4,20,1651,111,108,79,500,1810,9,1826,1819,-7,0,0,,,,,,
2015,3,28,6,DL,2063,N951DN,DCA,MSP,835,826,-9,12,838,165,144,129,931,947,3,1020,950,-30,0,0,,,,,,
2015,11,24,2,WN,554,N767SW,DEN,IAD,1005,1012,7,19,1031,195,197,171,1452,1522,7,1520,1529,9,0,0,,,,,,
2015,9,16,3,NK,940,N502NK,DFW,ORD,617,613,-4,17,630,144,136,108,802,818,11,841,829,-12,0,0,,,,,,
2015,9,17,4,NK,855,N627NK,LBE,ORD,1810,1852,42,19,1911,106,109,72,459,1923,18,1856,1941,45,0,0,,45,0,0,0,0
2015,2,13,5,EV,5119,N754EV,LGA,GSO,1050,1050,0,69,1159,119,146,75,461,1314,2,1249,1316,27,0,0,,27,0,0,0,0
2015,3,28,6,DL,1272,N908DA,MCI,ATL,1004,1227,143,11,1238,120,110,90,692,1508,9,1304,1517,133,0,0,,0,0,132,1,0
2015,12,9,3,AA,2615,N3BVAA,MIA,IAD,1420,1411,-9,17,1428,148,155,126,921,1634,12,1648,1646,-2,0,0,,,,,,
2015,5,31,7,B6,2689,N588JB,LAS,SFO,2045,2040,-5,11,2051,103,88,70,414,2201,7,2228,2208,-20,0,0,,,,,,
2015,8,29,6,AA,1749,N124US,CLT,MIA,1320,1317,-3,26,1343,125,129,98,650,1521,5,1525,1526,1,0,0,,,,,,
2015,3,4,3,DL,98,N314US,DEN,DTW,1140,1515,215,11,1526,162,138,118,1123,1924,9,1622,1933,191,0,0,,0,0,1,190,0
2015,11,19,4,OO,4703,N427SW,ATL,XNA,1513,1510,-3,13,1523,119,116,93,589,1556,10,1612,1606,-6,0,0,,,,,,
2015,5,1,5,DL,1074,N757AT,SLC,MSP,1500,1457,-3,13,1510,151,139,119,991,1809,7,1831,1816,-15,0,0,,,,,,
2015,4,23,4,WN,755,N929WN,SMF,ONT,910,907,-3,8,915,75,72,60,390,1015,4,1025,1019,-6,0,0,,,,,,
2015,3,30,1,WN,44,N640SW,BUF,BWI,800,755,-5,6,801,80,59,51,281,852,2,920,854,-26,0,0,,,,,,
2015,4,30,4,OO,6296,N763SK,LAX,DFW,1827,1821,-6,15,1836,176,178,158,1235,2314,5,2323,2319,-4,0,0,,,,,,
2015,5,6,3,US,597,N604AW,PHX,SJC,1335,1328,-7,10,1338,113,105,92,621,1510,3,1528,1513,-15,0,0,,,,,,
2015,3,25,3,WN,4841,N773SA,DEN,MSP,2010,2006,-4,9,2015,115,106,93,680,2248,4,2305,2252,-13,0,0,,,,,,
2015,7,1,3,WN,4745,N357SW,MAF,DAL,1340,1341,1,9,1350,70,66,51,319,1441,6,1450,1447,-3,0,0,,,,,,
2015,5,26,2,US,2156,N944UW,BOS,LGA,2000,1951,-9,31,2022,83,81,43,184,2105,7,2123,2112,-11,0,0,,,,,,
2015,12,27,7,AA,2094,N764US,BNA,LAX,1600,1610,10,20,1630,279,291,257,1797,1847,14,1839,1901,22,0,0,,12,0,5,5,0
2015,5,1,5,OO,5504,N726SK,MFR,SFO,1245,1240,-5,16,1256,83,74,56,329,1352,2,1408,1354,-14,0,0,,,,,,
2015,12,23,3,EV,2802,N667GB,DFW,HSV,700,745,45,12,757,106,125,108,603,945,5,846,950,64,0,0,,19,0,45,0,0
2015,11,24,2,VX,879,N621VA,DAL,LAX,1245,1239,-6,10,1249,200,202,179,1246,1348,13,1405,1401,-4,0,0,,,,,,
2015,6,2,2,UA,1609,N26208,ATL,DEN,1653,1652,-1,23,1715,201,193,163,1199,1758,7,1814,1805,-9,0,0,,,,,,
2015,4,14,2,EV,5496,N925EV,ATL,CHO,1515,1514,-1,20,1534,91,89,67,457,1641,2,1646,1643,-3,0,0,,,,,,
2015,12,25,5,HA,195,N492HA,OGG,HNL,1933,1926,-7,6,1932,35,34,22,100,1954,6,2008,2000,-8,0,0,,,,,,
2015,11,23,1,AS,140,N472AS,ANC,PDX,1200,1154,-6,18,1212,210,205,176,1542,1608,11,1630,1619,-11,0,0,,,,,,
2015,8,15,6,AA,1594,N586AA,MSY,DFW,615,613,-2,17,630,98,102,69,447,739,16,753,755,2,0,0,,,,,,
2015,7,11,6,OO,4456,N8903A,IDA,SLC,1513,1459,-14,9,1508,54,50,35,188,1543,6,1607,1549,-18,0,0,,,,,,
2015,1,26,1,NK,971,N616NK,DFW,PHX,2320,2315,-5,12,2327,151,138,120,868,27,6,51,33,-18,0,0,,,,,,
2015,8,14,5,AA,2285,N3EVAA,MCO,JFK,1840,2044,124,26,2110,169,159,125,944,2315,8,2129,2323,114,0,0,,0,0,0,104,10
2015,7,9,4,HA,172,N493HA,LIH,HNL,1509,1506,-3,7,1513,33,37,20,102,1533,10,1542,1543,1,0,0,,,,,,
2015,4,11,6,AA,1024,N201AA,DFW,ABQ,1335,1351,16,17,1408,113,114,89,569,1437,8,1428,1445,17,0,0,,1,0,16,0,0
2015,8,22,6,UA,2008,N855UA,RIC,ORD,949,949,0,17,1006,124,113,92,642,1038,4,1053,1042,-11,0,0,,,,,,
2015,2,21,6,MQ,3221,N693MQ,CMH,MIA,600,555,-5,37,632,169,172,130,990,842,5,849,847,-2,0,0,,,,,,
2015,8,9,7,HA,377,N493HA,HNL,LIH,2019,2019,0,14,2033,37,43,23,102,2056,6,2056,2102,6,0,0,,,,,,
2015,11,1,7,OO,6228,N903SW,OKC,DEN,1720,1710,-10,12,1722,107,90,73,495,1735,5,1807,1740,-27,0,0,,,,,,
2015,11,19,4,AA,429,N107US,PHL,SAN,740,950,130,41,1031,361,385,332,2370,1303,12,1041,1315,154,0,0,,24,0,130,0,0
2015,5,16,6,OO,2833,N435SW,CHO,ORD,1203,1232,29,5,1237,121,99,85,567,1302,9,1304,1311,7,0,0,,,,,,
2015,5,18,1,DL,765,N957AT,DTW,BUF,1015,1010,-5,15,1025,65,60,41,241,1106,4,1120,1110,-10,0,0,,,,,,
2015,10,6,2,WN,2075,N8628A,10821,13851,1700,1707,7,11,1718,195,175,158,1180,1856,6,1915,1902,-13,0,0,,,,,,
2015,9,26,6,AA,169,N3KPAA,SFO,LAX,700,654,-6,20,714,96,100,73,337,827,7,836,834,-2,0,0,,,,,,
2015,8,30,7,DL,802,N950DN,ATL,LGA,1545,1545,0,17,1602,150,122,98,762,1740,7,1815,1747,-28,0,0,,,,,,
2015,7,2,4,OO,6430,N715SK,PBI,IAH,1705,1731,26,13,1744,158,150,129,956,1853,8,1843,1901,18,0,0,,0,0,0,18,0
2015,9,2,3,MQ,3083,N526MQ,STL,ORD,1433,1433,0,20,1453,81,76,49,258,1542,7,1554,1549,-5,0,0,,,,,,
2015,1,22,4,AS,45,N788AS,ANC,BET,1905,1853,-12,13,1906,73,76,60,399,2006,3,2018,2009,-9,0,0,,,,,,
2015,8,12,3,NK,425,N633NK,ORD,FLL,1810,1806,-4,13,1819,181,157,139,1182,2138,5,2211,2143,-28,0,0,,,,,,
2015,7,11,6,WN,1823,N8600F,PHL,FLL,735,735,0,20,755,170,155,132,992,1007,3,1025,1010,-15,0,0,,,,,,
2015,6,14,7,UA,1727,N37462,EWR,SFO,545,543,-2,18,601,368,356,332,2565,833,6,853,839,-14,0,0,,,,,,
2015,5,2,6,AA,1233,N4YEAA,BNA,DFW,1425,1446,21,8,1454,126,98,87,631,1621,3,1631,1624,-7,0,0,,,,,,
2015,10,26,1,AA,342,N3AVAA,13930,13303,1630,1626,-4,12,1638,186,177,157,1197,2015,8,2036,2023,-13,0,0,,,,,,
2015,5,2,6,AS,140,N527AS,ANC,PDX,1130,1115,-15,9,1124,215,202,190,1542,1534,3,1605,1537,-28,0,0,,,,,,
2015,12,1,2,WN,3191,N608SW,SAT,BWI,530,527,-3,8,535,185,180,168,1407,923,4,935,927,-8,0,0,,,,,,
2015,6,30,2,OO,4738,N554CA,SLC,DEN,1500,1456,-4,16,1512,84,102,78,391,1630,8,1624,1638,14,0,0,,,,,,
2015,12,10,4,DL,1942,N971AT,EWR,ATL,1530,1523,-7,21,1544,160,133,107,746,1731,5,1810,1736,-34,0,0,,,,,,
2015,11,13,5,DL,2023,N540US,TPA,ATL,1545,1545,0,12,1557,97,84,64,406,1701,8,1722,1709,-13,0,0,,,,,,
2015,9,21,1,UA,1648,N66841,IAH,ORD,855,849,-6,17,906,162,157,130,925,1116,10,1137,1126,-11,0,0,,,,,,
2015,8,11,2,OO,6282,N593ML,MSO,SFO,1355,1347,-8,15,1402,148,154,135,769,1517,4,1523,1521,-2,0,0,,,,,,
2015,4,26,7,UA,217,N529UA,IAD,SFO,907,903,-4,14,917,357,331,307,2419,1124,10,1204,1134,-30,0,0,,,,,,
2015,3,12,4,OO,4529,N825SK,BOI,SLC,1145,1143,-2,8,1151,69,60,46,290,1237,6,1254,1243,-11,0,0,,,,,,
2015,2,28,6,US,475,N913US,CLT,SFO,2005,2008,3,16,2024,348,357,335,2296,2259,6,2253,2305,12,0,0,,,,,,
2015,7,12,7,AA,208,N5DVAA,SFO,MIA,700,652,-8,23,715,343,341,308,2585,1523,10,1543,1533,-10,0,0,,,,,,
2015,12,10,4,WN,902,N8305E,FLL,DEN,830,828,-2,11,839,275,256,239,1703,1038,6,1105,1044,-21,0,0,,,,,,
2015,6,14,7,WN,3500,N629SW,LAS,SAN,1625,1626,1,19,1645,65,65,44,258,1729,2,1730,1731,1,0,0,,,,,,
2015,3,24,2,OO,4794,N822SK,LAX,PHX,1130,1129,-1,24,1153,95,84,55,370,1248,5,1305,1253,-12,0,0,,,,,,
2015,3,9,1,OO,6411,N776SK,MSN,ORD,535,526,-9,22,548,60,62,28,108,616,12,635,628,-7,0,0,,,,,,
2015,8,2,7,WN,4649,N218WN,LAS,BWI,1640,1643,3,15,1658,275,268,247,2106,5,6,15,11,-4,0,0,,,,,,
2015,7,9,4,OO,2913,N869AS,RNO,LAX,1535,1525,-10,18,1543,95,93,67,391,1650,8,1710,1658,-12,0,0,,,,,,
2015,9,26,6,AA,2002,N765US,CLT,BOS,1415,1411,-4,12,1423,125,116,94,728,1557,10,1620,1607,-13,0,0,,,,,,
2015,12,28,1,WN,1351,N268WN,RNO,LAS,2045,2131,46,20,2151,70,75,48,345,2239,7,2155,2246,51,0,0,,5,0,0,46,0
2015,4,10,5,DL,2622,N919AT,ATL,TRI,1901,2109,128,11,2120,64,58,41,227,2201,6,2005,2207,122,0,0,,0,0,0,0,122
2015,11,27,5,WN,6373,N8634A,SAN,LAS,1530,1535,5,8,1543,70,56,42,258,1625,6,1640,1631,-9,0,0,,,,,,
2015,9,18,5,WN,48,N610WN,BNA,HOU,1500,1455,-5,13,1508,125,116,96,670,1644,7,1705,1651,-14,0,0,,,,,,
2015,3,14,6,DL,1417,N974AT,CVG,ATL,1414,1407,-7,14,1421,99,92,74,373,1535,4,1553,1539,-14,0,0,,,,,,
2015,7,30,4,WN,4478,N402WN,LAS,OAK,715,724,9,13,737,85,81,61,407,838,7,840,845,5,0,0,,,,,,
2015,10,4,7,EV,4225,N13978,10721,11618,905,859,-6,15,914,84,74,48,200,1002,11,1029,1013,-16,0,0,,,,,,
2015,11,30,1,NK,374,N658NK,BQN,FLL,410,435,25,11,446,154,147,129,982,555,7,544,602,18,0,0,,18,0,0,0,0
2015,1,6,2,US,2055,N156UW,PHL,MIA,735,728,-7,65,833,182,212,143,1013,1056,4,1037,1100,23,0,0,,23,0,0,0,0
2015,9,22,2,EV,4579,N11184,ECP,IAH,610,603,-7,12,615,120,100,81,572,736,7,810,743,-27,0,0,,,,,,
2015,8,4,2,AA,1805,N119US,CLT,IAH,2220,2221,1,20,2241,149,146,119,912,2340,7,2349,2347,-2,0,0,,,,,,
2015,3,29,7,WN,4915,N960WN,RDU,FLL,1600,1604,4,8,1612,125,110,98,680,1750,4,1805,1754,-11,0,0,,,,,,
2015,5,13,3,DL,2181,N372NW,LGA,MCO,1429,1424,-5,24,1448,170,161,131,950,1659,6,1719,1705,-14,0,0,,,,,,
2015,10,22,4,UA,1963,N75853,12892,12266,1230,1424,114,13,1437,197,176,154,1379,1911,9,1747,1920,93,0,0,,0,0,0,93,0
2015,11,20,5,UA,817,N79279,ORD,PDX,1557,1606,9,21,1627,277,275,247,1739,1834,7,1834,1841,7,0,0,,,,,,
2015,12,4,5,WN,1130,N235WN,IND,DCA,655,656,1,21,717,95,95,70,500,827,4,830,831,1,0,0,,,,,,
2015,10,2,5,WN,2879,N206WN,11292,15370,1015,1023,8,16,1039,90,88,67,541,1246,5,1245,1251,6,0,0,,,,,,
2015,7,22,3,MQ,3166,N635MQ,COU,DFW,1423,1414,-9,9,1423,104,101,78,489,1541,14,1607,1555,-12,0,0,,,,,,
2015,5,25,1,OO,4670,N804SK,FAR,SLC,1740,1745,5,17,1802,149,143,117,866,1859,9,1909,1908,-1,0,0,,,,,,
2015,5,14,4,WN,283,N669SW,RSW,MKE,1610,1605,-5,14,1619,180,177,152,1183,1751,11,1810,1802,-8,0,0,,,,,,
2015,3,10,2,WN,4813,N489WN,MDW,MCI,1900,1916,16,11,1927,85,75,60,405,2027,4,2025,2031,6,0,0,,,,,,
2015,10,20,2,EV,4373,N15910,11618,10792,1308,1303,-5,18,1321,82,78,56,282,1417,4,1430,1421,-9,0,0,,,,,,
2015,9,15,2,EV,5677,N36915,EWR,MEM,1416,1415,-1,13,1428,169,151,132,946,1540,6,1605,1546,-19,0,0,,,,,,
2015,12,31,4,HA,516,N489HA,HNL,OGG,2155,2150,-5,8,2158,38,33,19,100,2217,6,2233,2223,-10,0,0,,,,,,
2015,6,23,2,WN,138,N637SW,LAS,PHX,1730,1910,100,11,1921,70,66,47,255,2008,8,1840,2016,96,0,0,,0,0,37,59,0
2015,1,20,2,AS,525,N552AS,BUR,SEA,1755,1751,-4,19,1810,150,158,135,937,2025,4,2025,2029,4,0,0,,,,,,
2015,12,15,2,EV,4693,N26549,STL,EWR,905,859,-6,14,913,145,132,109,872,1202,9,1230,1211,-19,0,0,,,,,,
2015,4,22,3,OO,4477,N781CA,MSP,CID,1605,1600,-5,40,1640,65,84,36,220,1716,8,1710,1724,14,0,0,,,,,,
2015,5,21,4,NK,407,N619NK,MCO,DFW,1100,1054,-6,12,1106,168,192,163,985,1249,17,1248,1306,18,0,0,,18,0,0,0,0
2015,11,4,3,UA,1130,N24729,IAH,SNA,1132,1309,97,15,1324,220,215,196,1346,1440,4,1312,1444,92,0,0,,0,0,92,0,0
2015,8,16,7,OO,4830,N437SW,ISN,MSP,1235,1223,-12,13,1236,104,99,78,546,1354,8,1419,1402,-17,0,0,,,,,,
2015,4,21,2,B6,338,N651JB,MCO,BDL,900,858,-2,12,910,160,144,128,1050,1118,4,1140,1122,-18,0,0,,,,,,
2015,1,26,1,AA,1398,N424AA,ORD,AUS,2055,2111,16,14,2125,166,150,129,978,2334,7,2341,2341,0,0,0,,,,,,
2015,1,14,3,US,1841,N184US,CLT,RSW,1430,1457,27,14,1511,110,107,90,600,1641,3,1620,1644,24,0,0,,0,0,24,0,0
2015,3,10,2,UA,249,N771UA,IAD,IAH,1705,1756,51,14,1810,200,197,172,1190,2002,11,1925,2013,48,0,0,,0,0,0,48,0
2015,12,25,5,DL,2558,N364NW,MSP,MCI,1116,1123,7,12,1135,89,87,69,393,1244,6,1245,1250,5,0,0,,,,,,
2015,9,28,1,OO,3459,N217AG,OAK,SEA,1840,1840,0,28,1908,115,127,91,672,2039,8,2035,2047,12,0,0,,,,,,
2015,1,11,7,B6,1202,N638JB,FLL,JFK,1539,1541,2,11,1552,170,162,144,1069,1816,7,1829,1823,-6,0,0,,,,,,
2015,2,3,2,OO,5187,N726SK,SFO,ASE,937,927,-10,17,944,137,123,102,848,1226,4,1254,1230,-24,0,0,,,,,,
2015,6,20,6,OO,4739,N161PQ,MSP,MSN,1008,1010,2,23,1033,63,62,34,228,1107,5,1111,1112,1,0,0,,,,,,
2015,11,8,7,DL,789,N685DA,ATL,SLC,1855,1852,-3,15,1907,254,236,213,1590,2040,8,2109,2048,-21,0,0,,,,,,
2015,8,7,5,NK,295,N521NK,ORD,IAH,1900,1901,1,21,1922,156,152,118,925,2120,13,2136,2133,-3,0,0,,,,,,
2015,12,11,5,OO,4515,N8923A,MSP,XNA,1415,1413,-2,23,1436,124,120,93,596,1609,4,1619,1613,-6,0,0,,,,,,
2015,7,13,1,NK,713,N608NK,IAH,DEN,1735,1739,4,12,1751,151,131,113,862,1844,6,1906,1850,-16,0,0,,,,,,
2015,10,1,4,DL,2337,N930DN,10397,11267,1559,1613,14,10,1623,94,73,59,432,1722,4,1733,1726,-7,0,0,,,,,,
2015,4,3,5,EV,4961,N740EV,DTW,PVD,836,832,-4,17,849,112,102,80,615,1009,5,1028,1014,-14,0,0,,,,,,
2015,9,12,6,AA,255,N795AA,JFK,LAX,1000,956,-4,27,1023,361,354,315,2475,1238,12,1301,1250,-11,0,0,,,,,,
2015,7,6,1,UA,1578,N76515,IAH,BOS,1535,1555,20,19,1614,237,228,203,1597,2037,6,2032,2043,11,0,0,,,,,,
2015,3,2,1,NK,696,N508NK,LAS,BWI,2340,2343,3,11,2354,261,248,214,2106,628,23,701,651,-10,0,0,,,,,,
2015,11,4,3,MQ,3279,N661MQ,DFW,SGF,1845,1839,-6,15,1854,85,73,54,364,1948,4,2010,1952,-18,0,0,,,,,,
2015,1,1,4,OO,5467,N701BR,ONT,SFO,500,513,13,19,532,89,85,61,363,633,5,629,638,9,0,0,,,,,,
2015,12,17,4,AA,332,N3CCAA,DFW,SFO,2354,2350,-4,19,9,231,233,206,1464,135,8,145,143,-2,0,0,,,,,,
2015,2,19,4,AA,162,N5DGAA,HNL,LAX,1338,1330,-8,22,1352,325,327,298,2556,2050,7,2103,2057,-6,0,0,,,,,,
2015,8,10,1,NK,878,N632NK,MCO,LBE,1526,1602,36,20,1622,139,141,115,824,1817,6,1745,1823,38,0,0,,2,0,0,36,0
2015,3,25,3,MQ,3353,N678MQ,RST,ORD,655,708,13,37,745,95,104,55,268,840,12,830,852,22,0,0,,9,0,0,0,13
2015,5,26,2,OO,6210,N905SW,DSM,DEN,943,936,-7,10,946,123,109,90,589,1016,9,1046,1025,-21,0,0,,,,,,
2015,1,19,1,OO,5533,N930EV,MCI,DEN,610,600,-10,21,621,116,129,94,533,655,14,706,709,3,0,0,,,,,,
2015,1,15,4,OO,4495,N810SK,BOI,SLC,1150,1148,-2,12,1200,68,74,57,290,1257,5,1258,1302,4,0,0,,,,,,
2015,5,22,5,EV,5236,N135EV,MOB,ATL,1334,1329,-5,10,1339,71,67,47,302,1526,10,1545,1536,-9,0,0,,,,,,
2015,9,17,4,OO,5222,N760SK,TUL,IAH,1857,1948,51,22,2010,94,92,65,429,2115,5,2031,2120,49,0,0,,0,0,0,49,0
2015,2,22,7,EV,4312,N11187,EWR,DCA,1945,1941,-4,19,2000,75,68,42,199,2042,7,2100,2049,-11,0,0,,,,,,
2015,2,10,2,DL,1458,N556NW,ATL,RSW,1101,1100,-1,22,1122,108,95,70,515,1232,3,1249,1235,-14,0,0,,,,,,
2015,6,5,5,DL,1653,N812DN,SEA,FAI,2019,2023,4,12,2035,216,211,197,1533,2252,2,2255,2254,-1,0,0,,,,,,
2015,6,27,6,EV,4317,N14568,IAH,MKE,1915,1911,-4,38,1949,169,173,127,984,2156,8,2204,2204,0,0,0,,,,,,
2015,11,13,5,DL,1865,N335NW,MIA,ATL,1245,1243,-2,16,1259,121,109,86,594,1425,7,1446,1432,-14,0,0,,,,,,
2015,8,16,7,WN,1019,N495WN,LAS,ONT,1725,1725,0,12,1737,55,47,32,197,1809,3,1820,1812,-8,0,0,,,,,,
2015,5,9,6,AS,484,N469AS,SEA,SAN,1100,1106,6,18,1124,153,149,128,1050,1332,3,1333,1335,2,0,0,,,,,,
2015,11,19,4,DL,1400,N904DL,ATL,BOS,1255,1253,-2,17,1310,149,140,117,946,1507,6,1524,1513,-11,0,0,,,,,,
2015,6,23,2,EV,4946,N133EV,OMA,DTW,1005,1022,17,12,1034,119,106,84,651,1258,10,1304,1308,4,0,0,,,,,,
2015,1,4,7,AA,942,N547AA,DFW,TPA,1705,1725,20,9,1734,135,135,122,929,2036,4,2020,2040,20,0,0,,0,0,10,10,0
2015,12,9,3,UA,1725,N57868,SFO,OGG,905,934,29,17,951,332,315,292,2338,1243,6,1237,1249,12,0,0,,,,,,
2015,9,18,5,WN,2159,N222WN,MDW,MCO,1620,1614,-6,61,1715,155,214,145,990,2040,8,1955,2048,53,0,0,,53,0,0,0,0
2015,8,25,2,UA,1161,N76269,ORD,LAS,1917,1920,3,24,1944,239,231,201,1514,2105,6,2116,2111,-5,0,0,,,,,,
2015,11,25,3,WN,1988,N8669B,LAX,AUS,1230,1228,-2,7,1235,170,148,135,1242,1650,6,1720,1656,-24,0,0,,,,,,
2015,3,10,2,OO,3490,N218AG,SEA,FAT,1800,1748,-12,26,1814,123,130,101,748,1955,3,2003,1958,-5,0,0,,,,,,
2015,6,16,2,B6,152,N629JB,MCO,BOS,945,944,-1,9,953,174,159,146,1121,1219,4,1239,1223,-16,0,0,,,,,,
2015,9,12,6,DL,765,N607AT,SJC,LAX,627,624,-3,12,636,83,76,54,308,730,10,750,740,-10,0,0,,,,,,
2015,10,7,3,WN,2746,N7733B,12889,14869,1410,1410,0,11,1421,80,76,58,368,1619,7,1630,1626,-4,0,0,,,,,,
2015,4,20,1,B6,1125,N318JB,RDU,FLL,1057,1142,45,20,1202,128,134,106,680,1348,8,1305,1356,51,0,0,,6,0,7,38,0
2015,4,15,3,AA,1,N795AA,JFK,LAX,900,852,-8,15,907,376,353,333,2475,1140,5,1216,1145,-31,0,0,,,,,,
2015,11,15,7,UA,821,N45440,ORD,SFO,805,807,2,10,817,289,255,238,1846,1015,7,1054,1022,-32,0,0,,,,,,
2015,8,7,5,WN,1102,N407WN,MDW,RSW,630,629,-1,20,649,165,162,137,1105,1006,5,1015,1011,-4,0,0,,,,,,
2015,6,8,1,WN,15,N430WN,DAL,HOU,1000,958,-2,12,1010,60,60,42,239,1052,6,1100,1058,-2,0,0,,,,,,
2015,7,24,5,DL,1584,N912DN,ATL,ROC,1437,1436,-1,11,1447,133,118,102,749,1629,5,1650,1634,-16,0,0,,,,,,
2015,4,11,6,US,887,N182UW,MCO,CLT,1025,1023,-2,15,1038,102,98,74,468,1152,9,1207,1201,-6,0,0,,,,,,
2015,10,12,1,AA,1319,N3MKAA,12339,12892,1900,1854,-6,19,1913,275,273,224,1814,1957,30,2035,2027,-8,0,0,,,,,,
2015,7,15,3,DL,2431,N987DL,ATL,ECP,1941,2006,25,10,2016,71,49,35,240,1951,4,1952,1955,3,0,0,,,,,,
2015,6,7,7,US,682,N816AW,CMH,PHX,1755,1748,-7,11,1759,246,247,230,1670,1849,6,1901,1855,-6,0,0,,,,,,
2015,10,11,7,AA,1754,N709UW,11057,10529,1900,1859,-1,12,1911,111,111,95,644,2046,4,2051,2050,-1,0,0,,,,,,
2015,10,29,4,B6,576,N193JB,13495,12478,1710,1726,16,9,1735,170,161,145,1182,2100,7,2100,2107,7,0,0,,,,,,
2015,11,16,1,OO,4748,N416SW,SLC,LWS,2150,2147,-3,9,2156,101,92,78,461,2214,5,2231,2219,-12,0,0,,,,,,
2015,12,13,7,WN,3183,N7730A,MHT,MCO,755,752,-3,11,803,210,174,156,1142,1039,7,1125,1046,-39,0,0,,,,,,
2015,6,29,1,AA,1693,N4YBAA,ORD,MCO,1217,1225,8,13,1238,168,151,131,1005,1549,7,1605,1556,-9,0,0,,,,,,
2015,8,26,3,B6,879,N585JB,LAS,LGB,1451,1443,-8,11,1454,65,55,41,231,1535,3,1556,1538,-18,0,0,,,,,,
2015,10,17,6,WN,2690,N651SW,10140,14107,930,932,2,13,945,75,76,57,328,942,6,945,948,3,0,0,,,,,,
